id,comment,offensive_label,link_post,rationales_annotator1,rationales_annotator2
5633,Vc NÃO ganha mais eleição nem pra síndica de predio Joice.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5634,..papai não tem mais controle sobre o bebê..,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5635,"Concordo plenamente! Se não temos argumentos que possam contribuir para o crescimento do país e a paz social, devemos calar-",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5636,"Esses filhos do presidente só atrapalham, cada um tem que seguir a sua própria vida.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5637,é preciso pensar 10 X antes de falar para depois ter que pedir desculpas . Certos Bolsonaros deviam aprender isso . um leão nuca pede desculpas ..,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5638,Verdade! Ele deveria ficar calado! Só prejudica o governo do pai dele!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5639,Verdade. E isso que os corruptos querem,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5640,"Tchau @joicehasselmannoficial Era pra mim já ter feito isso Mais tchau , E só um recado pede desculpa a família bolsonaro e a todos os brasileiros senão vai ficar feio pra vc , e os anos passam rápidos demais , e seja leal ao seu líder @jairmessiasbolsonaro e sua família Tchau",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5641,Perfeita como Sempre👏👏👏,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5642,Janaína porque vice quer calar o filho do presidente. Não é democracia?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5643,Vc tem “ algo” de razão! Sou Bolsonaro mas eles tem q seguir o ditado BOCA FECHADA Ñ ENTRA MOSQUITO! Às vezes pra ajudar falar além ....,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5644,Falam mais da conta.. quiz dizer....,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5645,"Não concordo o que os esquerdistas falam não tem peso pessoal, comunitário muito menos Jurídico",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5646,"Com certeza. Com tantas notícias boas para celebrar na economia, pra que criar problemas onde não tem?",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5647,"Só atrapalham o pai, até quando isso hein",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5648,"Verdade ! Apesar de concordar com a fala dele, acho não deve falar o q pensa !",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5649,Dessa vez concordo com vc,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5650,Fale o que tem certeza que vai ter resposta pautada para o bem,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5651,"Sim, ela é mil vezes mais sensata que você. Que você diz querer o melhor para o Brasil, mas adora esquentar mais ainda o que está quente.. você quer é puxar pro seu lado!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5652,As vezes tem pessoas com espirito inflexível não saber escutar precisa apanhar para amadurecer .,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5653,Será que o filho está fazendo isto pra prejudicar o pai?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5654,"Não estou falando mau do outro tenho misericórdia todas as pessoas são boas apenas não abriram os olhos da mente a de Deus. Toda guerra começa dentro de si, outro é reflexo da nossa mente. Então é preciso refletir onde está a guerra dentro de si tudo reflexo . O espelho é nosso reflexo que vemos ao olhar da mesma forma nosso interior refletir no outro somos uma energia. Se mudamos o outro muda. Não mudamos ninguém. Mas qdo mudamos tudo muda só nosso redor. Reconcilia com todas as coisa do céu é da terra qdo reconciliar com todas as coisas do céu é da terra tudo será teu amigo. Agradeça a tudo mentalmente com mini obrigado a luz manifestará.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5655,@joicehasselmannoficial não vi você fazer nenhum comentário sobre a fala do @senadorhumberto pq será só a narrativa da direita vale o da esquerda não ?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5656,Não tente puxar a sardinha pro prato da Dra Janaína ... 🤭,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5657,"Seria um SONHO , se eu pudesse pegar suas mãozinhas , as mãozinhas do coleguinha, e fizesse vocês pedirem desculpas um ao outro , darem um abraço e voltarem a brincar no pátio... Seria um sonho de decência ! Engraçado eu ter que ensinar isso pras minhas crianças todos os dias, pra elas virarem adultos e fazerem tudo errado ! Parabéns ! Vocês foram eleitos como os coleguinhas mais difíceis da turma !👏",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5658,"Você tem toda razão... infelizmente, o próprio filho, o maior inimigo do pai!!!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5659,Janaína tem razão...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5660,Parem de seguir essa mulher. Os números de seguidores estão caindo.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5661,Esses filhos vão acabar com o mandato do pai,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5662,Verdade! É preciso ser sábio e medir as palavras para não dar brechas aos inimigos! A vitória com sabedoria e verdade conquista uma nação!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5663,"A verdade é uma só. Quem quer entender de boa Fé entenderá, mas quem não quer, não fará questão. 🇧🇷✅💚 A maldade é o caminho mais rápido para alcançar o topo do pódio, porém terá que descer, terá que colher o que plantou. Até os maus pensamentos se terá colheitas. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 Picuinhas é o maior desastre para um político HOJE. Se falou tão bem ontem hoje, inimigo. Não confio em tal pessoa que assim faz.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5664,"Acho bom é todos que colaram no Presidente durante a campanha ir trabalhar. Uma rede social tão bem acompanhada podendo ser usada para informações de real relevância, agora é só para você de fazer de vítima @joicehasselmannoficial ? Você é maior e mais inteligente do que toda essa situação mulher.😘",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5665,"Joice , gosto de vc ... mas ao que parece vc saiu um pouco da rota. Siga as condutas da Janaína. Não precisa concordar com tudo. Mas suas atuações estão bem tristes",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5666,"Verdade , é tudo que os inimigos querem",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5667,Esses filhos do presidente estão acabando com a imagem dele e fortalecendo a esquerda. Difícil!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5668,Isto e vetdade,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5669,Vocês duas são iguais,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5670,"Continue firme 😍Sou mais à esquerda, mas gosto da senhora. É responsável, sensata e inteligente! Autoritarismo de esquerda ou de direita é um erro, e nosso fracasso se equilibra nesses extremos... 🇧🇷",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5671,"Tudo eles tem que tá medido, deixa a justiça resolver",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5672,"Verdade. toda vez que abre a boca, os filhos do presidente dão munição para a esquerda ficar fortalecida em seus atos para derrubar o nosso Presidente",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5673,Em outros tempos vc não postaria isso...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5674,"Concordo plenamente com sua fala, e o maior sábio é ficar em silêncio para evitar os inimigos.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5675,E ainda mais tendo uma aliada como vc a esquerda está bem,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5676,E dar audiência é o que???? Ajuda???,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5677,"Não são Fala irresponsáveis, são falas que o povo gostaria de dizer",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5678,"Parabéns Guerreira, tens meu respeito e apoio.",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5679,vá em frente Deputada,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5680,Que discurso irretocável!👏👏👏👏👏👏,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5681,"👏👏👏👏 amei ouvir as suas palavras Benedita, vc é nota mil",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5682,Inacreditável que esse senhor fez...e ficar impune!!!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5683,👏👏👏👏👏👏👏👏👏parabéns vamos tira esse governo sujo,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5684,Ela estava emocionada,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5685,@joserodrigope vê esse discurso,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5686,Inaceitável esse tipo de atitude deste deputado precisa ser punido #insano,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5687,Parabéns falou tudo e muito difícil ser Negro neste País,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5688,#A luta não pode parar👏👏,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5689,Racistas não passarão !!!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5690,Todo apoio a deputada Benedita Silva todo meu repúdio a esse Tadeu que não representa😂a nação brasileira,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5691,Racismo e ditadura nunca mais,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5692,"Nunca houve isso no Brasil o Bolsonaro semeou está descriminação contra a os negros ,os gays, contra a todos. O quê que este homem aínda está fazendo no governo.",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5693,"Parabéns ao deputado coronel Tadeu, se fosse eu tinha feito pior",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5694,Retada!! É isso Benedita!!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5695,🤔🤔😮 muito bem 👏👏👏👏👏 muito bem muito bem 👏👏👏👏👏👏👏👏👏👏👏,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5696,Está e a nossa deputada Benedita linda guerreira parabéns estamos juntos,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5697,Fala ai da condenacao do companheiro pimentel😁😁😁😁😁😁,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5698,Muito inteligente!👏👏,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5699,Foi um desrespeito aos policiais. Policiais são heróis. Respeitem quem luta contra o crime. Babdido negro pode? Tenha dor!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5700,Respeitem aqueles que saem todos os dias de casa pra nos defender. Respeitem a policia brasileira.,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5701,"Parabéns deputada pela sua fala, brilhante intervenção no plenário, uma voz firme quantra o preconceito. E viva o dia da concorrência negra.",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5702,"Parabéns Benedita, pra cima deles",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5703,"Estou contemplado com a fala da Dep. Benedita da Silva! Simbolicamente somos açoitados todos os dias por causa do Racismo Estrutural. O Maranhão clama por justiça, contra a perda de nossos direitos. Precisamos ser maioria nos espaços de poder para fazer a Lei ser cumprida.",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5704,A rocha eles pra saber ter respeito pelo o nosso povo brasileiro,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5705,Deus esteja contigo deputada 😢😢,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5706,"Mulher como você que queremos para nós representar! Forte, guerreira e muito inteligente admiração eterna.#somosumaso",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5707,Se ele faz isso aí na câmera imagina nas ruas em casa.🤔😕,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5708,"Maravilha deputada, parabéns",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5709,Tem que arrumar casa🇧🇷🇧🇷🇧🇷,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5710,Violência inaceitável é culpar policiais de genocídio contra negros,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5711,Benedita mim representando,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5712,"E isso dá no que? Infelizmente ninguém é punido com a indignação, fica por isso mesmo.",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5713,"Imediatamente abrir um processo de cassação desse deputado por falta de decoro parlamentar, destruição do patrimônio público e crime de racismo!",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5714,Essa mulher negra me representa parabéns Benedita . O Racismo é uma coisa Orivél infelizmente esse país é um país racista . Quem não é negro de pele e um negro branco ou seja tem sangue negro.,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5715,❤️❤️❤️❤️❤️❤️❤️Eu amo muito você vs Experiência com todo meu Respeito a você. Parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5716,Que orgulho dela❤️,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5717,Muito obrigada vs Experiência a senhora é a minha voz .,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5718,O Brasil nao podem ter racistas porque Uma naçao forte e Uma pais desenvolvido so cresce com a uniao de todos um presiza do outro,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5719,Muito obrigada por ter essa voz para com o povo negro desse país . Dos meus olhos saíram lágrimas .,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5720,Emocionante seu discurso Benedita!!!!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5721,"👏👏👏👏👏👏👏👏👏👏Benedita representa mais de 54 % da população Brasileira ,eu repúdio esse Ato inaceitável nesta casa legislativa ,foi a prova de que o racismo Institucional prevalece em todas as faces da sociedade brasileira ! Vergonha! Que se faça justiça ! Obrigada Deputada !",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5722,"Benedita, Perfeita do Rio de Janeiro!!! @ptbrasil novo, de novo!! #LulaLivre!!!",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5723,#chorei Benedita!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5724,Quanta indignação! Benedita. Que grande mulher.,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5725,Que discurso emocionante! Parabéns Benedita 👏👏👏,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5726,Vc me representa deputada Benedita👏👏👏👏👏💕💕💕💕💕🇧🇷🇧🇷🇧🇷🇧🇷,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5727,"👏👏👏👏👏...poxa vida eu tô chorando aqui...me sinto um lixo em carregar na pele essa historicidade em saber que antepassados cometeram esse genocídio....tenho vergonha em ser branco, quando vejo um lixo desses cometer um ato de total violência e desrespeito com os verdadeiros lutadores e lutadoras desse país...o povo que construiu o Brasil de cabo a rabo levantou no braço essa estrutura que vivemos hj....jamais estarei cem por cento feliz com minha herança que até onde eu sei se restringe a falta de melanina... como eu queria que o sangue da minha bisavó que era cabocla bugra tivesse sido mais forte do que do meu bisavô...mas não posso mudar o passado me cabe então dar todo amor a minhas filhas para se espelharem nessa mulher GUERREIRA que agora tem a fala... para que jamais compactuem com qualquer ato arrogante discriminatório!!!! Máximo respeito a senhora Banedita e sua luta, que também é minha, é de tod@s que acreditam no AMOR ao invés do ódio!!!!",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5728,"Eita cheguei até me arrepiar, forte",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5729,Mulher guerreira ❤️,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5730,"Essa me representa apesar de eu nao ser negro, parabens é isso mesmo nao deixa esse canalha ficar impune.",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5731,Muito triste e revoltante,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5732,"👏👏👏👏👏👏👏essa mulher é uma grande guerreira, que Deus te livre e te guarde dona Benedita 👏👏👏👏👏😍😍",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5733,Sou negrão e essa mulher não me representa ...,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5734,Parabéns guerreira!!!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5735,Muito linda a fala!!! Força a todos vocês e que esse coronel seja devidamente punido!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5736,É tem negro defendendo essa barbárie!,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5737,"Repúdio total pelo comportamento racista desse coronel de bordel, a quem ela se dirige com todo respeito, tratando-o como excelência, parabéns deputada Benedita pela bela explanação, estamos engajados nessa luta!",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5738,Amei sua fala Benedita💋,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5739,Parabéns ... isso mesmo não pode deixar ...tem que haver um basta nessa falta de respeito para com os negros .,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5740,❤️❤️❤️ Bene disse tudo. Esse ignóbil faltou aulas de História.,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5741,"K vergonha, alguém k foi eleito pelo povo, sendo racista, espero k os eleitores desse deputado vejam isso...🤔🤔🤔",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5742,PARABÉNS DEPUTADA,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5743,Faz ele pagar cada centavo👍,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5744,Benê gerrueira gigante 💕 🔥,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5745,Nossa ela falou tudo que nós queríamos 👏,0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5746,"Lamentável em pleno século 21 , não conseguimos combater literalmente o preconceito Racial",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
5747,"Palavras corretas Benedita, abaixo o racismo, é preciso no dia da consciência negra temos consciência humana parabéns Benedita",0,https://www.instagram.com/tv/B5EDfDPhjyf/,n/a,n/a
